Time (s),Velocity
0.0,0.005007080392178058
1.0,-0.02967927444897253
2.0,0.137405009242344
3.0,-0.05832081202909987
4.0,0.13753472635094963
5.0,0.00022484298824979192
6.0,0.21021954620631506
7.0,0.1332281183452421
8.0,-0.12528078349133598
9.0,0.08799143867083203
10.0,0.03481607194975624
11.0,-0.08314866661622113
12.0,-0.034824719756996615
13.0,0.1075614264558043
14.0,0.08897728869623496
15.0,-0.23147585640316076
16.0,0.030993741149509778
17.0,0.08467068069052741
18.0,0.4265185009026149
19.0,0.2879719811045412
20.0,0.729209049930277
21.0,0.36301765233652944
22.0,0.5877136278632349
23.0,0.54534802019263
24.0,0.19262125847214864
25.0,0.5372796160373585
26.0,0.2629019879146894
27.0,0.5090272297830482
28.0,0.14244668086348355
29.0,0.29547827778918806
30.0,0.28762606881492614
31.0,0.19423839842609908
32.0,0.09207320368828979
33.0,0.25655449740025293
34.0,0.2943194716189776
35.0,0.19940113934860393
36.0,0.2722935065777384
37.0,0.25707336583467555
38.0,0.17125252678117805
39.0,0.25251597141899707
40.0,0.18116291387864963
41.0,0.3685003621269282
42.0,0.2715152039261045
43.0,0.31963160341155994
44.0,0.17924310067128604
45.0,0.18773524738133587
46.0,0.2833540520381801
47.0,0.2416283821033629
48.0,0.19076197991546767
49.0,0.12112118820871483
50.0,0.06516987536347815
51.0,0.11476504988703802
52.0,0.13384211265930882
53.0,0.14420218573328
54.0,0.1522273508523495
55.0,0.27345231274794884
56.0,0.2187462841453264
57.0,0.2081354246613843
58.0,0.2913013868920862
59.0,0.17626825498059648
60.0,0.19806937703358593
61.0,0.1654584959301257
62.0,0.24489725324022527
63.0,0.33722124333848597
64.0,0.22667632338475174
65.0,0.2996378730718092
66.0,0.11865656314520749
67.0,0.41237068825735873
68.0,0.18751040439308608
69.0,0.36824957571695727
70.0,0.33527548670940127
71.0,0.524385735441957
72.0,0.22250808029489022
73.0,0.5626695780951042
74.0,0.014926115296890032
75.0,0.011172966954566583
76.0,0.18496794906441535
77.0,0.10553783956155617
78.0,0.09190889535072264
79.0,0.45123393399561124
80.0,0.18054027175734252
81.0,0.5926255823757688
82.0,0.3953777470300187
83.0,0.25624317633959937
84.0,-0.1893869785642478
85.0,0.328564788290869
86.0,0.3932763298706072
87.0,0.5180123015057995
88.0,0.5812277724329524
89.0,0.4871915165010972
90.0,0.466774043606568
91.0,0.5363110616264364
92.0,0.7030840242570993
93.0,0.5969667816104379
94.0,0.5657827887016399
95.0,0.5936546714373737
96.0,0.5236593196337653
97.0,0.43988801089623714
98.0,0.626706590710093
99.0,0.5228291301386893
100.0,0.15208898593650347
101.0,0.4838621107135522
102.0,0.24328876109351522
103.0,0.49404057983547545
104.0,0.6547946686268363
105.0,0.440666313547871
106.0,0.22039801532823833
107.0,-0.11219665113664616
108.0,-0.41590764141867276
109.0,0.1105189765320131
110.0,0.3352581910949205
111.0,0.40631722318909513
112.0,0.392307775459685
113.0,0.4385389529667384
114.0,0.2612070176955756
115.0,0.4149909738511929
116.0,0.37675469413786766
117.0,0.39968867893934645
118.0,0.3049778940427418
119.0,0.46220800138364915
120.0,0.3215600644261639
121.0,0.32530024105762684
122.0,0.3853635862456626
123.0,0.31659622307018775
124.0,0.3937173680398664
125.0,0.187761190803057
126.0,0.38164502913230064
127.0,0.3137337988736231
128.0,0.30108638078457234
129.0,0.4324638683803738
130.0,0.23203796387378525
131.0,0.36410295214519667
132.0,0.23444637819023015
133.0,0.25556864737485
134.0,0.30821217395064265
135.0,0.34957895988498416
136.0,0.3128992854749268
137.0,0.19507291182479541
138.0,0.17185787328800442
139.0,0.13897891016009253
140.0,0.2582451437157466
141.0,0.22212757677631365
142.0,0.18386535364126733
143.0,0.1339199429244722
144.0,0.10159443945994444
145.0,0.1775265109340713
146.0,0.16583899944870228
147.0,0.0849733539439406
148.0,0.20757331719075983
149.0,0.10815812515539029
150.0,0.10049184403679642
151.0,0.15294079494968058
152.0,0.020179658195418823
153.0,0.11559956328573436
154.0,0.0780551081516393
155.0,0.02079797641310575
156.0,0.08880865645504761
157.0,0.002330584051281497
158.0,0.05786247824535991
159.0,0.11296198207741949
160.0,0.10763060891372732
161.0,0.05623236658054892
162.0,0.12236214854770887
163.0,0.15579457133900484
164.0,0.004929250127014669
165.0,0.04013879730620804
166.0,0.11049735701391215
167.0,0.11251229610091991
168.0,0.28043541709455294
169.0,0.11310034699326552
170.0,0.258301354462809
171.0,0.35508761309710407
172.0,0.10030591618112833
173.0,0.30159227750813433
174.0,0.09182674118193905
175.0,0.4583554032580614
176.0,-0.20031780691608383
177.0,-0.005456766368677642
178.0,0.2550108638078457
179.0,0.30140202574884606
180.0,0.48909403409398006
181.0,0.23611108108400264
182.0,0.5585229545233437
183.0,0.3293949777859452
184.0,0.6280556486395918
185.0,0.19601552281399648
186.0,0.49721864899631385
187.0,0.12945335048481768
188.0,0.023720935260353047
189.0,0.2273638240603617
190.0,0.08932320098585003
191.0,0.2631570982282805
192.0,-0.20404068793306598
193.0,-0.19321363326811444
194.0,-0.44949572474029553
195.0,-0.030587294209212076
196.0,-0.29672356203180233
197.0,-0.18167745840945204
198.0,-0.00793868704666573
199.0,-0.29215751980888344
200.0,0.21817552886746155
201.0,0.45913370590969527
202.0,0.1170307753840167
203.0,-0.02110929747375931
204.0,-0.05990768465770898
205.0,-0.013088456258310002
206.0,-0.03569382438465447
207.0,-0.019513777037909824
208.0,-0.1377682171464398
209.0,-0.014856932838967019
210.0,-0.15501194478375077
211.0,-0.5261455642153736
212.0,-0.3888702720816353
213.0,-0.11023792279670086
214.0,-0.38310650855592426
215.0,0.6458009490968446
216.0,0.3955334075603455
217.0,0.08883459987676874
218.0,0.15213654887632555
219.0,-0.06389864769914279
220.0,0.02460301159887146
221.0,0.023318812223675534
222.0,0.0793090402014939
223.0,0.06084164783966965
224.0,0.14386059734728512
225.0,0.06925164038093591
226.0,0.11790420391529473
227.0,0.06167183733474581
228.0,-0.1291550011350247
229.0,0.14774346279821424
230.0,0.148197472678334
231.0,0.4566128700991255
232.0,0.4007004723864705
233.0,0.5665092045098314
234.0,0.4979623604189863
235.0,0.48972100011890735
236.0,0.7387086661838308
237.0,0.5792906636111081
238.0,0.34562691197613205
239.0,0.45828189689651816
240.0,0.48387508242441274
241.0,0.652377606503151
242.0,0.9618955993470906
243.0,0.1846220367748003
244.0,0.6476169886173238
245.0,0.3592817996086867
246.0,0.38383724826773613
247.0,0.4986541849982164
248.0,0.3552519214346712
249.0,0.5664573176663892
250.0,0.27108281356408565
251.0,-0.20993416856738265
252.0,-0.27309775265109343
253.0,-0.31663513820276945
254.0,-0.33984585283594027
255.0,-0.22668497119199213
256.0,0.055376233663751634
257.0,-0.1610264947194327
258.0,-0.2294306499908117
259.0,-0.1741538661103244
260.0,-0.24042201299333038
261.0,-0.3731658541331114
262.0,-0.31359975786139727
263.0,-0.16260904344442162
264.0,-0.3482601692808267
265.0,-0.32540401474451136
266.0,-0.31904355251921435
267.0,-0.3494232993546574
268.0,-0.41717454517938796
269.0,-0.27434736079732785
270.0,-0.38370320725551027
271.0,-0.3804300122150277
272.0,-0.3758120831486666
273.0,-0.13342701791177075
274.0,-0.6565977364364548
275.0,-0.29422866964295363
276.0,-0.2846685187387173
277.0,-0.31286469424596525
278.0,0.0030613237630933206
279.0,-0.0030613237630933206
280.0,0.007372255672421062
281.0,-0.3485239274016582
282.0,-0.37969062469597553
283.0,-0.5267336151077192
284.0,-0.10059561772368093
285.0,-0.3740954934114519
286.0,-0.23985125771546553
287.0,0.06065139608038137
288.0,-0.027811348085051184
289.0,0.03843085537623366
290.0,-0.5995784193970316
291.0,-0.1351825227815672
292.0,-0.6961484828503173
293.0,-0.23461501043141747
294.0,-0.609666086542931
295.0,-0.47898907133359997
296.0,-0.17547698061810202
297.0,-0.31108756985806785
298.0,-0.29533558896972184
299.0,-0.06691240852241404
300.0,0.02734436649407085
301.0,-0.05904290393367132
302.0,0.06666594601606331
303.0,0.1497886692105633
304.0,0.2949550854511453
305.0,-0.28491930514868824
306.0,-0.39044849690300404
307.0,-0.44730782950848025
308.0,-0.2629322552400307
309.0,-0.3335805164902874
310.0,0.14926115296890033
311.0,0.004289312391226799
312.0,-0.22766649731377486
313.0,0.08254764401301495
314.0,-0.016763774335470064
315.0,-0.24801046384676084
316.0,-0.48502956469100306
317.0,-0.4600892886097569
318.0,-0.3061885870563945
319.0,-0.015375801273389616
320.0,0.06127403820168848
321.0,-0.0077484352873774445
322.0,-0.41488287626068815
323.0,-0.5320347209460701
324.0,-0.3931682322801025
325.0,-0.26487368796549526
326.0,0.0024516533526467697
327.0,-0.09216832956793393
328.0,-0.1023857138224389
329.0,0.6492514241857549
330.0,0.07824535991092758
331.0,-0.22546130646747883
332.0,-0.32974089007556023
333.0,-0.16511258364051065
334.0,-0.1632100660476278
335.0,0.26721724372763733
336.0,0.15121123350160526
337.0,-0.1596169021392513
338.0,-0.3508891026819012
339.0,-0.48065809813099264
340.0,-0.15294079494968058
341.0,-0.027167086445643127
342.0,-0.043053108346214966
343.0,-0.3707401442021857
344.0,-0.5148990908992639
345.0,-0.48091753234820395
346.0,-0.8823703639645872
347.0,-0.693731420726632
348.0,-0.46357435492762866
349.0,-0.3688678939346442
350.0,-0.428312920904993
351.0,-0.4020235868942481
352.0,0.16322303775848837
353.0,-0.3834091818093375
354.0,-0.4779686300792355
355.0,0.3164448864434812
356.0,0.40947799673545276
357.0,0.02896583035164146
358.0,0.08352052232755731
359.0,-0.2848587704980056
360.0,-0.06658379184727972
361.0,-0.1700072425385638
362.0,-0.30968662508512684
363.0,-0.15210628155098424
364.0,-0.13354808721313602
365.0,-0.208680236517528
366.0,-0.16075408879136083
367.0,-0.18222659416921597
368.0,-0.09134246397647797
369.0,0.08301894950761547
370.0,0.4104681706644759
371.0,0.5151412295019944
372.0,0.4994973462041531
373.0,0.44927952955928613
374.0,0.3114334821476829
375.0,0.4370212627960523
376.0,-0.10710309267206435
377.0,0.1849160622209731
378.0,0.5971051465262839
379.0,0.8408219740781978
380.0,0.5836923974964598
381.0,0.5952804591985644
382.0,0.5990465792517484
383.0,0.6887373120453145
384.0,0.4914375898561221
385.0,0.5416986455371909
386.0,0.6904236344571879
387.0,0.4798408803467771
388.0,0.8119339739917197
389.0,0.5933390264730999
390.0,0.5908960209276936
391.0,0.6176998994692409
392.0,0.4895307483596191
393.0,0.7499724351144214
394.0,0.619931033737258
395.0,0.5862305289215103
396.0,0.5953539655601077
397.0,0.6565242300749117
398.0,0.5815131500718849
399.0,0.6976834686354841
400.0,0.4996227394091386
401.0,0.6289506966889709
402.0,0.6528964749375736
403.0,0.5800300511301603
404.0,0.5485995957150115
405.0,0.3308132181733669
406.0,0.5102941335437633
407.0,0.7988628133478904
408.0,0.6016106540985201
409.0,0.5523354484428542
410.0,0.32933011923164235
411.0,0.57726707671686
412.0,0.5815477413008464
413.0,0.43291787826049355
414.0,0.781446129565772
415.0,0.575269433244333
416.0,0.5202218162557156
417.0,0.7316217881503422
418.0,0.705808083537818
419.0,0.17456896085786247
420.0,0.4484839312931715
421.0,0.465234733917781
422.0,0.3221567631257499
423.0,0.4978239955031402
424.0,0.6147553211038926
425.0,0.6417018884649062
426.0,0.5254450918289031
427.0,0.7693046082002832
428.0,0.612446356570712
429.0,0.6892259131543957
430.0,0.6691197613205202
431.0,0.6223913348971452
432.0,0.5349684895523679
433.0,0.7982877341664054
434.0,0.9191538120615291
435.0,0.6125155390286351
436.0,0.6765633614026744
437.0,0.7445091828903134
438.0,0.7527245997686711
439.0,0.5325060264406707
440.0,0.5491314358602947
441.0,0.6935541406782043
442.0,0.7320174253315893
443.0,0.1418326865494168
444.0,0.6300359964976381
445.0,0.7670540163659753
446.0,0.43239684787426086
447.0,-0.2827530294349739
448.0,0.16618274978650727
449.0,0.276280145715552
450.0,0.29113059269908875
451.0,0.29688570841755935
452.0,-0.43455447578073486
453.0,0.28960209276935217
454.0,0.7681630976445535
455.0,0.7208595920396934
456.0,0.49034148028840435
457.0,0.6108205688095212
458.0,0.6843269303527224
459.0,0.5784756077787027
460.0,0.5508869407300911
461.0,0.4478483174610038
462.0,0.44793695748521767
463.0,-0.05463036028926915
464.0,0.06841712698223956
465.0,-0.2799035769492698
466.0,0.24918440367964198
467.0,-0.043781686106216695
468.0,-0.35916289225913156
469.0,-0.2447048395291269
470.0,0.09262017749624361
471.0,0.22071149834070197
472.0,0.20286458614837474
473.0,0.07671253607757084
474.0,0.0034353414262396093
475.0,0.08875676961160536
476.0,-0.14474483563761364
477.0,-0.17416251391756477
478.0,-0.22630662962522566
479.0,-0.1919748348809305
480.0,-0.25255921045519897
481.0,-0.2959063442475867
482.0,-0.23847409441243556
483.0,-0.29895469629981947
484.0,-0.30155552432736277
485.0,-0.3814634251802527
486.0,-0.180436498070458
487.0,-0.37443059594201644
488.0,-0.5591088434638792
489.0,-0.30470116421104976
490.0,-0.3380665664962328
491.0,-0.5688743797900745
492.0,-0.5404339037282859
493.0,-0.06460128203742338
494.0,-0.07974143056351274
495.0,0.24080900236733724
496.0,-0.3304737917391821
497.0,-0.5446951107459814
498.0,-0.09755807543049866
499.0,0.04784831746100379
500.0,-0.33310272514025663
501.0,-0.3306402620285594
502.0,-0.09398220713660292
503.0,0.4153714773697694
504.0,0.30429687922256216
505.0,0.3460225491573793
506.0,0.21913111156752316
507.0,0.11614869904549828
508.0,0.2915824406273984
509.0,0.23592299127652444
510.0,0.16299819477023858
511.0,0.03134181539093494
512.0,0.5773038298976316
513.0,0.27355176253121316
514.0,0.31599736241879167
515.0,0.2855354614145651
516.0,0.19690624695975525
517.0,0.28857516565955743
518.0,0.24526694699975138
519.0,0.2930763493281735
520.0,0.1934622577262753
521.0,0.12709682301181507
522.0,0.34769589985839217
523.0,0.17058015976823876
524.0,0.20361478342647743
525.0,0.21729345252894314
526.0,0.21775394826449318
527.0,0.14713811629138787
528.0,0.21087677955658368
529.0,0.13750013512198814
530.0,0.10020862834967409
531.0,0.24154622793457933
532.0,-0.20929423083159476
533.0,-0.003459122896150645
534.0,-0.3115653612080987
535.0,-0.13507658714287257
536.0,-0.2645450712903609
537.0,-0.20947151088002247
538.0,-0.30336940189603173
539.0,-0.3884919305148688
540.0,-0.3533429179863581
541.0,-0.6706763666237879
542.0,-0.22390902506783122
543.0,-0.27004723864705055
544.0,-0.7123912267995547
545.0,-0.5166221664919088
546.0,-0.5588991341383001
547.0,-0.4841755937260159
548.0,-1.0
549.0,-0.7060199548152072
550.0,-0.7347004075279162
551.0,-0.48180393259034254
552.0,-0.5128538844869148
553.0,-0.8406252364634792
554.0,-0.6069225696959215
555.0,-0.725166200045401
556.0,-0.7133208660778951
557.0,-0.7291441913759742
558.0,-0.7615561729129058
559.0,-0.3757818158233253
560.0,0.021195775546163077
561.0,-0.7541514879633333
562.0,-0.45489411841010063
563.0,-0.8571317385335481
564.0,-0.915867645310186
565.0,-0.6141197072717249
566.0,-0.6169215968176069
567.0,-0.8223113426801717
568.0,-0.7269000853970965
569.0,-0.6716276254202294
570.0,-0.590307970035348
571.0,-0.612238809196943
572.0,-0.6093244981569361
573.0,-0.7088218443610892
574.0,-0.6819271638435179
575.0,-0.778324271151996
576.0,-0.596417645850674
577.0,-0.6330670529353901
578.0,-0.6323103698018571
579.0,-0.7163540844674572
580.0,-0.8272189732890853
581.0,-0.6172458895891211
582.0,-0.6933984801478775
583.0,-0.646683025435363
584.0,-0.6064923412857127
585.0,-0.8402123036677512
586.0,-0.8548270979039877
587.0,-0.7807153898539602
588.0,-0.8599638954047715
589.0,-0.6249727053583976
590.0,-0.7817531267228054
591.0,-0.5728264276989266
592.0,-0.7495011296198207
593.0,-0.8723172880476494
594.0,-0.8364721270362884
595.0,-0.7281107784107492
596.0,-0.5414565069344605
597.0,-0.9497065150417797
598.0,-0.6363359240722525
599.0,-0.7436249445999848
